PropertyName,Address,City,State,ZipCode,PhoneNumber,TotalSqFt,NetRentableSqFt,TotalAcres,NumBuildings,NumFloors,PropertyStatus,ImpressionRating,LocationRating,CompletionDate
Storage Zone,1525 South Loop 289,Lubbock,TX,79423,8067487622,45950,43652,2.97,6,1,Completed,B,C,1999-01-01
A & A Self Storage,68 Green Street,Warner Robins,GA,31093,4783870677,40000,38000,3.17,18,1,Completed,C,C,1991-01-01
All - American Self Storage,3485 Northside Drive,Macon,GA,31210,4787571544,40824,34700,1.16,1,2,Completed,A,B-,2000-01-01
All - American Self Storage,1955 Dove Street,Macon,GA,31204,4787466475,82040,61530,4.52,9,3,Completed,B,C-,1985-01-01
Ark Self Storage,1731 Keystone Street,Macon,GA,31204,4787817755,63075,59921,3.8,6,1,Completed,B,C,1983-01-01
Bass at Wesleyan Self Storage,5402 New Forsyth Road,Macon,GA,31210,4787574242,50525,47998,4.36,8,1,Completed,B,A,2004-01-01
Bob White Self Storage,103 Woodlawn Drive,Perry,GA,31069,4782185967,48080,45676,6.44,7,1,Completed,B,B-,2005-01-01
Bonaire Mini Storage,704 GA-247,Bonaire,GA,31005,4783221200,42318,40202,3.79,13,1,Completed,C,B-,2004-01-01
Byron Self Storage,107 West White Road,Byron,GA,31008,4789563817,33040,31388,2.55,8,1,Completed,C,B-,1985-01-01
Castaway Self Storage,3528 US Highway 41 North,Byron,GA,31008,4789531100,86150,81842,6.22,8,1,Completed,B,B,2002-01-01
Centerville Self Storage,953 Carl Vinson Pkwy,Centerville,GA,31028,4789530202,34800,33060,2.45,6,1,Completed,B,B-,1997-01-01
Centerville Self Storage,601 North Houston Lake Blvd,Centerville,GA,31028,4789530202,51800,49210,3.22,6,1,Completed,B,B+,1996-01-01
Cool - N - Dry Self Storage,1091 Peach Pkwy,Fort Valley,GA,31030,4788258080,38100,36195,7.99,7,1,Completed,B,C+,1997-01-01
Boardwalk Storage,2257 Heath Road,Macon,GA,31206,4782219740,51621,49039,7.5,11,1,Completed,B,B,1997-01-01
Houston Lake Storage,301 Club Villa Court,Kathleen,GA,31047,4784490186,37755,35867,3.61,4,1,Completed,A,B+,2007-01-01
Eagle Self Storage,4295 Interstate Drive,Macon,GA,31210,4789551213,34000,32300,2.83,8,1,Completed,C,C+,2004-01-01
Iron Guard Storage,1300 Shurling Drive,Macon,GA,31211,4782164807,67940,64543,5.02,12,1,Completed,B,C,1990-01-01
Iron Guard Storage,915 Key Street,Macon,GA,31204,4782164853,41175,39116,2.75,14,1,Completed,B,C,1988-01-01
Little House Self Storage,2282 Moody Road,Warner Robins,GA,31088,4789295852,77800,73910,13.29,43,1,Completed,C,B,1987-01-01
Middle GA Movers & Storage,3421 US Hwy 41 North,Byron,GA,31008,4783332224,35032,33280,2.53,1,1,Completed,B,B,2015-01-01
Joycliff Self Storage,2935 Joycliff Road,Macon,GA,31211,4787424851,35270,33506,4.28,9,1,Completed,C,C+,1974-01-01
Moody Road Storage,3100 Moody Road,Bonaire ,GA,31005,4787874440,103350,87847,4.15,7,2,Completed,A,B,2008-01-01
Perry Parkway Self Storage,1820 Houston Lake Road,Perry,GA,31069,4782247867,56020,53219,2.36,8,1,Completed,B,B-,2006-01-01
Perry Self Storage,518 Gen. Courtney Hodges Blvd,Perry,GA,31069,4782182674,38070,36166,1.12,12,1,Completed,B,B,1977-01-01
Progressive Self Storage,1910 Macon Road,Perry,GA,31069,4789874100,45400,43130,4,9,1,Completed,C,B-,1997-01-01
Progressive Self Storage,609 Ga Highway 96,Bonaire,GA,31005,4782184100,40880,38836,9.28,7,1,Completed,C,B,2004-01-01
Rutland Self Storage,5590 Houston Road,Macon,GA,31216,4787859330,54988,52238,4.66,17,1,Completed,A,C+,1998-01-01
SecurCare Self Storage,2990 Pio Nono Avenue,Macon,GA,31206,4787885949,25560,24282,1.72,4,1,Completed,C,C,1973-01-01
Securlock Self Storage,4501 Russell Pkwy,Warner Robins,GA,31088,4789711410,85766,81477,6.22,10,1,Completed,A,B,2006-01-01
iStorage,6416 Peake Road,Macon,GA,31210,4782925034,60299,57284,4.13,7,1,Completed,A,B+,2002-01-01
iStorage,4500 Billy Williamson Drive,Macon,GA,31206,4784018203,75396,71626,6.96,8,1,Completed,A,C+,2005-01-01
iStorage,4480 Riverside Drive,Macon,GA,31210,4783471804,134896,128151,10,14,1,Completed,B,B,1996-01-01
Southside Storage,715 Russell Pkwy,Warner Robins,GA,31088,4789236363,64897,61652,3.29,15,1,Completed,C,B,1983-01-01
Storage Units,128 Old Highway 96,Bonaire,GA,31005,4782361423,63638,54092,6.54,9,2,Completed,A,B-,2017-11-01
Store Here Self Storage,5410 Hawkinsville Road,Macon,GA,31216,4782177911,25082,23827,1.58,4,1,Completed,C,C+,1972-01-01
Store Here Self Storage,3968 Mercer University Drive,Macon,GA,31204,4787969445,26990,25640,1.62,2,1,Completed,C,C+,2004-01-01
Store Here Self Storage,4924 Mercer University Drive,Macon,GA,31210,4784710603,99925,94928,6.6,13,1,Completed,B,C+,1989-01-01
"Store House, The",2432 Riverside Drive,Macon,GA,31204,4787460602,54617,51886,4.13,8,1,Completed,B,B-,1986-01-01
Extra Space Storage,8900 NW 12th Street,Miami,FL,33172,7867143299,85505,72679,2.49,3,2,Completed,B,B-,1987-01-01
Extra Space Storage,4995 NW 79th Avenue,Doral,FL,33166,3058495923,90995,86445,4.63,11,1,Completed,B,B+,1985-01-01
Extra Space Storage,13101 NE 16th Avenue,Miami,FL,33161,7867143294,89821,67365,2.68,5,3,Completed,A,B-,1995-01-01
Extra Space Storage,5601 SW 135th Avenue,Miami,FL,33183,5614459405,84590,71901,4.32,6,2,Completed,B,B-,1991-01-01
Extra Space Storage,910 SW 68th Avenue,Miami,FL,33144,3058495997,136180,102135,1.1,1,3,Completed,A,C+,2009-01-01
Extra Space Storage,11111 Quail Roost Drive,Miami,FL,33157,3058495860,79732,75745,4.08,5,1,Completed,B,B-,1986-01-01
Extra Space Storage,9015 SW 127th Avenue,Miami,FL,33186,3058495995,69980,59483,2.3,6,2,Completed,A,B,1995-01-01
Extra Space Storage,20625 NE 16th Avenue,Miami,FL,33179,7867143296,73350,69682,4.78,7,1,Completed,B,C+,1987-01-01
Handy Storage,16749 SW 117th Avenue,Miami,FL,33177,3058098496,108775,103336,5.78,3,1,Completed,A,C,2004-01-01
Prime Storage,1000 Hialeah Drive,Hialeah,FL,33010,7866611665,127867,121473,4.26,1,1,Completed,B,C,2016-01-01
Hialeah Self Storage,1300 West 49th Street,Hialeah,FL,33012,3058264119,60905,57859,2.3,2,1,Completed,B,C+,1974-01-01
IMC Self Storage,2795 NW 84th Street,Miami,FL,33147,NULL,123000,92250,4.66,1,4,Planned,NR,C,NULL
Ives Dairy Self Storage,20340 NE 15th Court,North Miami Beach,FL,33179,3056515354,72406,68785,3.94,11,1,Completed,B,C+,1973-01-01
Kendall Xtra Storage,8774 SW 129th Terrace,Miami,FL,33176,3052578925,42095,39990,1.52,1,1,Completed,B,B,1970-01-01
Prime Storage,1945 NE 135th Street,North Miami,FL,33181,7866811341,24237,18177,0.61,1,4,Completed,A,B-,2002-01-01
LifeStorage,2450 SW 28th Lane,Miami,FL,33133,3058584456,71458,53593,0.55,1,6,Completed,A,B+,1999-01-01
LifeStorage,6820 SW 81st Terrace,Miami,FL,33143,3056674447,112443,84332,0.81,1,5,Completed,A,B,2005-01-01
LifeStorage,640 NW 133rd Street North,Miami,FL,33168,3056876225,102720,77040,1.31,1,4,Completed,A,C,2016-01-01
LifeStorage,2641 NE 186th Terrace,Miami,FL,33180,7863535700,126789,95091,0.99,1,5,Completed,A,A-,2018-03-21
LifeStorage,3666 Coral Way,Miami,FL,33145,7867494500,75000,56250,2.77,1,5,Completed,A,B,2018-01-31
CubeSmart Self Storage,701 South Homestead Blvd,Homestead,FL,33030,3052471122,42858,40715,2.3,5,1,Completed,B,C+,1986-01-01
Megacenter,8460 NW 7th Avenue,Miami,FL,33150,7866159990,57244,48657,1.26,1,2,Completed,B,C+,2015-01-01
Megacenter Brickell Storage,420 SW 7th Street,Miami,FL,33130,7866351301,74790,56092,0.72,1,12,Under Construction,NR,B-,2021-02-25
Megacenter Self Storage,8600 NW South River Drive,Miami,FL,33166,3058006342,69476,59054,8.58,1,2,Completed,B,C+,1970-01-01
Public Storage,2500 SW 28th Lane,Miami,FL,33133,8006888057,143056,107292,0.43,1,8,Completed,B,B+,2019-11-06
Miami Mini Stor It,4555 SW 72nd Avenue,Miami,FL,33155,3056670926,103999,98799,5.07,12,1,Completed,B,B-,1979-01-01
Extra Space Storage,7865 NE 10th Avenue,Miami,FL,33138,3056151675,137080,102810,0.64,1,6,Completed,A,B-,2019-05-20
North Miami Mini Stor - It,1301 NE 119th Street,North Miami,FL,33161,3053402307,52754,50116,2.18,2,1,Completed,B,B-,1976-01-01
Spare Space Storage,650 NW 30th Street,Miami,FL,33127,3055239690,158291,118718,0.59,1,7,Completed,B,C,2020-01-17
Okeechobee Road Self Storage,11117 West Okeechobee Road,Hialeah  Gardens,FL,33018,3053625900,55806,53015,4,9,1,Completed,B,C+,1989-01-01
Public Storage,9600 NW 40th Street Road,Doral,FL,33178,3057056920,78941,59205,1.73,1,3,Completed,A,A-,2003-01-01
Public Storage,1875 NW 167th Street,Miami Gardens,FL,33056,3057578712,58466,49696,1.82,3,2,Completed,B,C+,1988-01-01
Public Storage,21280 Biscayne Blvd,Aventura,FL,33180,3054821932,45480,38658,1.62,3,2,Completed,B,A-,1992-01-01
Public Storage,8477 SW 40th Street,Miami,FL,33155,3057070127,104672,78504,1.07,1,4,Completed,A,C+,2015-01-01
Public Storage,300 NW 36th Street,Miami,FL,33127,3052030022,237425,178068,1.11,1,7,Completed,A,C,2016-01-01
Public Storage,3460 SW 8th Street,Miami,FL,33135,3057022095,148766,111574,0.65,1,6,Completed,A,C+,2017-08-02
Public Storage,21288 Biscayne Blvd,Aventura,FL,33180,7865655644,148212,111159,4.55,6,4,Completed,B,A-,1981-01-01
Public Storage,2990 SW 28th Lane,Miami,FL,33133,7866002012,81533,61149,0.67,1,5,Completed,B,A,1990-01-01
Public Storage,8590 SW 124th Avenue,Miami,FL,33183,7866002041,124002,93001,1.4,1,7,Completed,B,B+,2006-01-01
Public Storage,7996 NW South River Drive,Medley,FL,33166,7866002091,55538,52761,3.17,22,1,Completed,B,C,1978-01-01
Public Storage,2336 Biscayne Blvd,Miami,FL,33137,7866002036,148833,111624,0.98,1,5,Completed,A,C+,2005-01-01
Public Storage,151 NW 5th Street,Miami,FL,33128,7866002009,81817,61362,0.84,3,4,Completed,B,B-,1990-01-01
Public Storage,13051 SW 85th Avenue Road,Miami,FL,33156,7863733378,129920,97440,2.1,2,3,Completed,A,B,2001-01-01
Public Storage,13655 SW 42nd Street,Miami,FL,33175,7866002034,103399,77549,4.5,4,3,Completed,A,B-,2003-01-01
Public Storage,10855 NW 7th Avenue,Miami,FL,33168,7866002053,46473,39502,2.36,2,2,Completed,B,C,1958-01-01
Public Storage,15760 NW 27th Avenue,Opa-Locka,FL,33054,7865655610,67995,64595,3.22,8,1,Completed,B,C,1980-01-01
Public Storage,14060 SW 84th Street,Miami,FL,33183,7866002011,42130,40023,2.46,1,1,Completed,B,B,1991-01-01
Public Storage,10460 SW 72nd Street,Miami,FL,33173,7864713382,72177,61350,3.33,7,2,Completed,B,C+,1971-01-01
Public Storage,16970 NW 4th Avenue,Miami,FL,33169,7865655617,65046,61793,3,7,1,Completed,B,C,1981-01-01
Public Storage,12625 SW 137th Avenue,Miami,FL,33186,7863733506,81069,60801,3.01,2,3,Completed,A,B-,2002-01-01
Public Storage,7100 SW 40th Street,Miami,FL,33155,7866002047,104342,78256,1.27,1,4,Completed,A,B-,2003-01-01
Public Storage,7930 West 20th Avenue,Hialeah,FL,33016,7866004015,83250,79087,3.47,7,1,Completed,B,C+,1981-01-01
Public Storage,331 69th Street,Miami Beach,FL,33141,7866002088,36026,30622,0.71,1,2,Completed,B,A,1988-01-01
Public Storage,2940 NE 188th Street,Aventura,FL,33180,7865655633,72675,54506,1.13,1,4,Completed,A,A,1998-01-01
Public Storage,2445 NW 38th Street,Miami,FL,33142,7866002046,29985,28485,1.7,5,1,Completed,B,C-,1979-01-01
Public Storage,18450 NE 5th Avenue,Miami,FL,33179,7865655632,68150,64742,3.4,7,1,Completed,C,C,1982-01-01
Public Storage,6050 NW 153rd Street,Miami Lakes,FL,33014,7866004381,17514,16638,0.9,1,1,Completed,B,B,1972-01-01
Public Storage,7850 West 4th Avenue,Hialeah,FL,33014,7866004671,94132,70599,2.2,1,3,Completed,A,C+,2007-01-01
Public Storage,6550 West 20th Avenue,Hialeah,FL,33016,7866002005,92798,69598,1.47,1,5,Completed,A,C+,2002-01-01
Public Storage,1550 Kennedy Cswy,North Bay Village,FL,33141,7866002083,93058,69793,1.32,1,5,Completed,A,B-,2000-01-01
Public Storage,301 Sunny Isles Blvd,Sunny Isles Beach,FL,33160,7865655654,53906,40429,0.92,1,4,Completed,A,B+,1997-01-01
Public Storage,10505 Marlin Road,Miami,FL,33157,7863733464,55533,47203,2.3,5,2,Completed,B,B,1994-01-01
Public Storage,3505 NW 167th Street,Opa-Locka,FL,33056,3059076247,55738,52951,2.82,5,1,Completed,C,C+,1981-01-01
Public Storage,7511 NW 73rd Street,Miami,FL,33166,7866002090,60983,57933,3.35,9,1,Completed,B,C,1987-01-01
Public Storage,10821 NW 14th Street,Miami,FL,33172,7866002019,67757,57593,4.58,12,2,Completed,B,A-,2008-01-01
Public Storage,6800 West 4th Avenue,Hialeah,FL,33014,7866002035,73092,69437,3.85,11,1,Completed,C,C+,1983-01-01
Public Storage,3700 NW 29th Avenue,Miami,FL,33142,7866002043,38847,36904,1.86,6,1,Completed,C,C-,1979-01-01
Public Storage,18400 NW 57th Avenue,Miami Gardens,FL,33015,7865655585,93521,70140,2.1,3,4,Completed,A,C+,2001-01-01
Public Storage,3900 NW 115th Avenue,Miami,FL,33178,7866002025,159456,119592,3.1,1,3,Completed,A,B+,1998-01-01
Public Storage,7200 West 20th Avenue,Hialeah,FL,33016,7866002060,86262,81948,4.19,7,1,Completed,B,C+,1987-01-01
Public Storage,1301 Dade Blvd,Miami Beach,FL,33139,7866002026,44555,33416,0.96,1,3,Completed,B,A-,1939-01-01
Public Storage,11501 Biscayne Blvd,Miami,FL,33181,7866002100,90476,67857,1.54,1,4,Completed,A,B-,2001-01-01
Public Storage,14401 SW 119th Avenue,Miami,FL,33186,7863733395,49861,47367,2.77,6,1,Completed,B,B,1994-01-01
Safeguard Self Storage,12000 NW 27th Avenue,Miami,FL,33167,7862450379,59076,44307,2.48,1,3,Completed,A,C,2006-01-01
Safeguard Self Storage,515 NW 36th Street,Miami,FL,33127,3054347169,136027,102020,1.92,2,3,Completed,A,C,2006-01-01
Safeguard Self Storage,2650 SW 28th Lane,Coconut Grove,FL,33133,3054347154,50415,37811,0.21,1,7,Completed,A,B+,2009-01-01
Safeguard Self Storage,800 West Flagler Street,Miami,FL,33130,3057227614,92308,69231,0.43,1,7,Completed,A,C,2014-01-01
Safeguard Self Storage,16701 Park Centre Blvd,Miami,FL,33169,7865871947,96471,72353,3.99,4,3,Completed,A,C,2005-01-01
Public Storage,1070 US Hwy 9,Howell,NJ,7731,8488638887,77975,74076,5.5,6,1,Completed,B,B,2002-01-01
Public Storage,60 Route 9 North,Morganville,NJ,7751,7324901848,46183,39255,7.57,6,2,Completed,A,B+,2000-01-01
Public Storage,939 Route 9,Bayville,NJ,8721,7329302003,77040,73188,6.58,10,1,Completed,B,B,2002-01-01
Public Storage,925 Route 70,Brick,NJ,8724,7329653209,64000,60800,5.3,3,1,Completed,B,B-,2001-01-01
Raritan Self Storage,1118 US Highway 202,Raritan,NJ,8869,9087259333,21000,17850,0.95,3,2,Completed,B,A-,2004-01-01
Red Bank Self Storage,40 Willow Street,Red Bank,NJ,7701,7327475070,53786,45718,2.32,3,2,Completed,A,B-,2002-01-01
Robbinsville Self Storage,1098 Route 130 South,Robbinsville,NJ,8691,6092596800,78000,74100,7.46,15,1,Completed,B,B,2000-01-01
CubeSmart Self Storage,645 Route 18,East Brunswick,NJ,8816,7323140108,128600,109310,15.9,1,2,Completed,B,B+,2020-12-07
Extra Space Storage,141 Route 206,Hillsborough,NJ,8844,9086666585,120577,90432,4,1,3,Completed,A,A-,2020-08-07
Safeguard Self Storage,2152 New Jersey 35,Holmdel,NJ,7733,7324747618,88800,66600,3.59,1,3,Completed,A,B+,2002-01-01
Samson Self Storage,610 Joline Avenue,Long Branch,NJ,7740,7322228712,27364,20523,1.31,5,3,Completed,B,C+,1984-01-01
Satellite - Self - Storage,841 Shrewsbury Avenue,Shrewsbury,NJ,7702,7322241155,65416,55603,3.23,3,2,Completed,B,B,1993-01-01
Satellite Self Storage,915 Highway 35 North,Middletown,NJ,7748,7326712345,97696,83041,8.64,7,2,Completed,A,B,1998-01-01
LifeStorage,2120 Kings Hwy,Ocean,NJ,7712,7322720194,107670,91519,6.88,15,2,Completed,B,B-,1994-01-01
Sentinel Self Storage,605 New Jersey 12,Flemington,NJ,8822,9087828381,51340,48773,4.98,8,1,Completed,B,C+,1994-01-01
Sentinel Self Storage,158 Cregar Road,High Bridge,NJ,8829,9086381177,31132,29575,3.1,4,1,Completed,B,B,2001-01-01
iStorage,460 County Road,Cliffwood,NJ,7721,7327891754,77911,66224,4.18,9,2,Completed,B,B-,1993-01-01
Simply Self Storage,555 North Olden Avenue,Trenton,NJ,8638,6092789048,146730,124720,2.7,1,2,Completed,A,C-,2006-01-01
Simply Self Storage,1515 Washington Avenue,Neptune Township,NJ,7753,7327767890,98683,93748,5.39,13,1,Completed,B,C+,1986-01-01
Simply Self Storage,220 South Main Street,Barnegat,NJ,8005,6094882555,46604,39613,5.46,3,2,Completed,A,B,2007-01-01
Simply Self Storage,289 Highway 9,Englishtown ,NJ,7726,8482339200,125996,94497,6.6,7,3,Completed,A,A,1999-01-01
Storage Sense,138 Liberty Street,Metuchen,NJ,8840,7326035038,62000,46500,1.71,3,3,Completed,B,A-,1999-01-01
Snapbox Self Storage,2420 Ridgeway Blvd,Manchester,NJ,8759,7323230700,49200,46740,5.46,7,1,Completed,A,B-,2004-01-01
Standard Storage,933 Route 33,Freehold,NJ,7728,7323081919,38845,36902,3.87,6,1,Completed,B,A,2004-01-01
Statewide Self Storage,1635 Stelton Road,Piscataway,NJ,8854,7328190700,52330,44480,7.08,4,2,Completed,B,B-,1988-01-01
Storage King USA,3403 NJ-33,Neptune,NJ,7753,7329224213,70600,67070,5.48,20,1,Completed,B,B,1987-01-01
"Storage Mall, The",25 James Street,Toms River,NJ,8753,7322443838,37636,31990,3,2,2,Completed,B,B-,1995-01-01
"Storage Mall, The",29 Flint Road,South Toms River,NJ,8757,7326064400,25986,24686,2.59,6,1,Completed,C,B-,1993-01-01
Store & Lock Self Storage,822 Monmouth Road,Cream Ridge,NJ,8514,6097235430,59751,56763,23.1,9,1,Completed,B,B+,2013-01-01
Store It All Self Storage,85 South Main Street,Barnegat,NJ,8005,6096434633,87330,82963,8.58,22,1,Completed,B,B,1994-01-01
Stowaway Self Storage,2 Werner Way,Lebanon,NJ,8833,9082367570,92196,69147,6.14,4,3,Completed,B,A-,1994-01-01
Stowaway Self Storage,479 Rte 202 South,Flemington,NJ,8822,9088060771,170540,162013,17.88,10,1,Completed,B,A-,2001-01-01
Stowaway Self Storage,3537 Highway 22 East,Whitehouse,NJ,8888,9085346090,71000,67450,10.74,15,1,Completed,B,B,1996-01-01
Toms River Self Storage,5 Executive Drive,Toms River,NJ,8755,8482212007,40000,34000,2.89,1,2,Completed,A,B,2014-01-01
CubeSmart Self Storage,6 Central Avenue,Red Bank,NJ,7701,7328527358,80520,NULL,0.2,1,3,Completed,A,B-,2019-01-31
Treasure Island Storage,881 Saint Georges Avenue,Woodbridge,NJ,7095,7325104010,34824,29600,19.78,1,2,Completed,B,B-,1994-01-01
Tuckerton Self Storage,735 Route 9 North,Little Egg Harbor Township,NJ,8087,6096812990,43405,41234,22.07,3,1,Completed,B,B-,2007-01-01
U - Haul Moving & Storage,979 Route 33 West,Monroe Township,NJ,8831,6094264444,128163,121754,7.15,17,1,Completed,B,B,1985-01-01
U - Haul Moving & Storage,1256 How Lane,North Brunswick,NJ,8902,7329935072,75892,72097,12.49,9,1,Completed,B,C+,2000-01-01
U - Haul Moving & Storage,415 Route 9,Englishtown,NJ,7726,7325360235,49800,42330,5.52,10,2,Completed,B,A,1994-01-01
U - Haul Moving & Storage,474 Brunswick Avenue,Trenton,NJ,8638,6099899100,17730,16843,1.99,7,1,Completed,C,C-,1989-07-07
U - Haul Moving & Storage,110 US Highway 1,Edison,NJ,8817,7325720040,6890,5856,1.11,1,2,Completed,B,B-,1994-01-01
U - Haul Moving & Storage,1275 US Highway 9 North,Old Bridge,NJ,8857,7327215666,16657,15824,2.5,6,1,Completed,C,B-,1957-01-01
U - Haul Moving & Storage,397 State Route 18,East Brunswick,NJ,8816,7322549148,35980,30583,3.67,8,2,Completed,B,B-,1960-01-01
U - Haul Moving & Storage,68 Rte 37 East,Toms River,NJ,8753,7323415150,50770,43154,3.22,1,2,Completed,B,B-,1952-01-01
U - Haul Moving & Storage,2180 Route 9,Toms River,NJ,8755,7323670004,80201,68170,12.73,8,2,Completed,B,B-,1994-01-01
U - Haul Moving & Storage,1429 US 9,Howell,NJ,7731,7328454767,79976,67979,4.7,1,2,Completed,A,B-,2019-12-09
U - Haul Moving & Storage,2341 Route 70,Manchester Township,NJ,8759,7324080957,40580,38551,5.82,6,1,Completed,B,B-,2001-01-01
Ultimate Self - Storage,195 South Avenue,Middlesex,NJ,8846,7322710266,46000,39100,3.05,1,2,Completed,A,C+,2001-01-01
VAN's Self Storage,34 42nd Street,Whitehouse Station,NJ,8889,9085344638,35296,33531,17.26,2,1,Completed,B,A-,1960-01-01
Van's Self Storage,750 Frenchtown Road,Milford,NJ,8848,9089962645,18850,17907,13.5,2,1,Completed,A,B-,1997-01-01
Wall Stroage North,1651 Route 34 South,Farmingdale,NJ,7727,7327511211,65528,62251,9.74,13,1,Completed,B,B-,2000-01-01
Wall Twp South Storage,2608 Atlantic Avenue,Manasquan,NJ,8736,7322233355,79424,75452,6.38,8,1,Completed,C,B+,1994-01-01
West Creek Self Storage,421 Route 9 Main Street,West Creek,NJ,8092,6092966643,31069,29515,2.17,11,1,Completed,B,C+,1994-01-01
Windsor Moving & Storage Company,220 Village Road East,West Windsor,NJ,8550,6094488840,4700,4465,3.74,1,1,Completed,B,A-,1992-01-01
Zac's Storage,710 Casino Drive,Howell,NJ,7731,7328359600,23750,22562,6.35,7,1,Completed,C,B,1994-01-01
A - 1 Self Storage,345 10th Street,Jersey City,NJ,7302,2019632201,167943,125957,1.82,1,5,Completed,B,A-,1993-01-01
Moove In Self Storage,1115 Route 46,Ledgewood,NJ,7852,9735843555,83890,79695,10.75,12,1,Completed,C,B+,1990-01-01
A Self Storage,50 Bergen Turnpike,Little Ferry,NJ,7643,2016414415,84429,71764,5.51,7,2,Completed,B,B-,1986-01-01
Prime Storage,16 Mcbride Avenue,Fair Lawn,NJ,7410,2014756580,53424,45410,6.23,6,2,Completed,B,B+,2001-01-01
A To Z Self Storage,245 Snyder Street,Orange,NJ,7050,9736726740,3120,2652,0.45,1,2,Completed,B,C,NULL
AA - 1 Self Storage,155 Brooks Flat Road,Ogdensburg,NJ,7439,9738239090,35554,33776,6.93,7,1,Completed,B,B-,1990-01-01
Access Self Storage,575 Highway 23,Wayne,NJ,7470,9736287766,90786,77168,2.88,3,2,Completed,B,A,1978-01-01
Access Self Storage,21 Raritan Road,Oakland,NJ,7436,2013370099,21802,18531,2.19,1,2,Completed,A,A-,2001-01-01
Access Self Storage,635 North Midland Avenue,Saddle Brook,NJ,7663,2014086888,112973,84729,2.59,2,3,Completed,A,B,2017-05-05
Access Self Storage,639 South Avenue,Plainfield,NJ,7062,9087316042,111572,83679,1.45,2,3,Completed,A,C+,2018-05-10
Access Self Storage,360 Central Avenue,Clark,NJ,7066,7326801010,111160,94486,4.45,3,2,Completed,A,B,2000-01-01
Access Self Storage,400 West Broadway,Haledon,NJ,7508,9739040490,115803,86852,10.87,1,3,Completed,B,B-,1994-01-01
Access Self Storage,750 Boulevard,Kenilworth,NJ,7033,9082591020,130000,110500,2.41,1,2,Completed,B,B-,1994-01-01
Access Self Storage,217 Belmont Avenue,Haledon,NJ,7508,9737900340,47508,40381,2.21,4,2,Completed,B,C+,1994-01-01
Access Self Storage,574 Commerce Street,Franklin Lakes,NJ,7417,2013370099,104816,89093,6.03,1,2,Completed,A,A+,2008-01-01
Store Space Self Storage,380 US Highway 46,Totowa,NJ,7512,8622175511,60000,51000,5.21,1,2,Completed,B,B,1970-01-01
Advanced Self Storage,1124 Greenwood Lake Turnpike,Ringwood,NJ,7456,9737289229,21910,20814,2.22,2,1,Completed,C,B,2002-01-01
All - Stor Self Storage,24 Beckwith Avenue,Paterson,NJ,7503,9733450080,121089,115034,6.1,1,1,Completed,B,C-,1994-01-01
All Seasons Self Storage,550 South Avenue,Garwood,NJ,7027,9082334607,47864,40684,8.78,1,2,Completed,B,B,1994-01-01
StorageBlue,315 Coles Street,Jersey City,NJ,7310,2012226611,46200,34650,0.44,1,7,Completed,B,B-,1993-01-01
Avon Self Storage,312 Park Avenue,Plainfield,NJ,7060,9087699810,28267,21200,0.53,1,3,Completed,C,C,1999-07-29
B & T Self Storage,126 Hamburg Turnpike,Bloomingdale,NJ,7403,9738380918,24884,23639,1.43,3,1,Completed,C,B,2007-05-04
Storage Post,45 Kossuth Street,Haledon,NJ,7508,9739885969,33400,25050,0.58,1,3,Completed,B,B-,1994-01-01
Extra Space Storage,11 Franklin Avenue,Belleville,NJ,7109,9736856886,102344,76758,18.32,1,4,Completed,A,B-,2020-06-09
Extra Space Storage,450 Belleville Turnpike,North Arlington,NJ,7031,2015141444,112300,84225,1.1,1,5,Completed,A,B,2020-09-14
Bergenfield Self Storage,44 South Front Street,Bergenfield,NJ,7621,2013848899,7300,6935,0.4,1,1,Completed,C,B,1966-01-01
Berkshire Route 15 Self Storage,825 Berkshire Valley Road,Wharton,NJ,7885,9733615584,18489,15715,5.8,3,2,Completed,B,B,1985-01-01
Berkshire Valley Self Storage,5514 Berkshire Valley Road,Oak Ridge,NJ,7438,9736975855,37055,35202,3.31,7,1,Completed,C,B,1996-01-01
Bins & Bays Self Storage,3210 State Route 94,Hardyston,NJ,7416,9735796000,6000,5700,3.94,2,1,Completed,B,B+,1990-01-01
Public Storage,7685 Pohick Road,Lorton,VA,22079,5713226943,83987,71388,3.78,1,2,Completed,B,B+,2005-01-01
Public Storage,8046 Sudley Road,Manassas,VA,20109,5713589935,47875,40693,2.3,10,2,Completed,C,B+,1985-01-01
Public Storage,7150 Fullerton Road,Springfield,VA,22150,5713226940,95700,81345,12.47,8,2,Completed,B,A-,1978-01-01
Public Storage,5610 General Washington Drive,Alexandria,VA,22312,5713569850,112050,84037,7.24,1,4,Completed,B,B+,1988-01-01
Public Storage,13887 Smoketown Road,Woodbridge,VA,22192,5719891975,69400,58990,5.03,5,2,Completed,B,B,1990-01-01
Public Storage,14123 Jefferson Davis Hwy,Woodbridge,VA,22191,5714091602,72450,61582,4.79,5,2,Completed,C,B,1985-01-01
Public Storage,14425 Lee Hwy,Gainesville,VA,20155,5712618589,32280,30666,2.03,3,1,Completed,C,B+,1988-01-01
Public Storage,2818 Merrilee Drive,Fairfax,VA,22031,5713569858,88050,74842,4.68,4,2,Completed,A,A-,1999-01-01
Public Storage,11334 Lee Hwy,Fairfax,VA,22030,7035375628,107376,91269,5.14,6,2,Completed,B,A,1980-01-01
